"Visits_sum","Orders_Sum","WordsOfStem_Visits"
"53","2","heather hutch(53)"
"53","9","love fish panorama(53)"
"53","3","luxuri heat squar bed(53)"
"53","9","pedigre dog(53)"
"53","8","penguin(53)"
"53","3","plastic dog bed(53)"
"53","0","slip lead(53)"
"53","1","tube(53)"
"53","4","water fountain cat(53)"
"53","4","waterproof(53)"
"52","0","cat water fountain(52)"
"52","6","dog bowl dog(52)"
"52","0","dog carrier(52)"
"52","3","dog puzzl(52)"
"52","2","greyhound coat(52)"
"52","2","heat pad rabbit(52)"
"52","1","jumper(52)"
"52","3","kong wobbler(52)"
"52","0","light(52)"
"52","5","long lead(52)"
"52","3","purina one dog food(52)"
"52","2","rabbit hutch rabbit(52)"
"52","4","raw dog food(52)"
"52","10","raw hide(52)"
"52","5","reflect rang(52)"
"52","2","royal canin maxi junior(52)"
"52","11","sausag(52)"
"52","4","teddi bed(52)"
"52","4","thundershirt(52)"
"318","55","virbac(52); dog chew(177); dog chew(59); tooth brush(16); tooth past(11); tooth brush(2); dog chew(1)"
"51","7","aatu 80 20(51)"
"51","4","alfalfa(51)"
"51","5","alga(51)"
"51","6","applaw kitten(51)"
"51","10","ball dog(51)"
"51","1","biorb biorb(51)"
"51","2","cat blanket(51)"
"51","0","cat hous(51)"
"51","0","chicken coop(51)"
"51","5","claw clipper(51)"
"51","4","dandelion den(51)"
"51","5","dog christma stock(51)"
"51","4","dog nail clipper(51)"
"51","4","fish tank ornament(51)"
"51","5","flea fogger(51)"
"51","4","food mat(51)"
"51","3","frontlin spot(51)"
"51","3","gentl leader(51)"
"51","7","goldfish food(51)"
"51","4","hamster toilet(51)"
"51","7","hypoallergen dog(51)"
"51","9","joint supplement(51)"
"51","1","ladder(51)"
"51","6","medic shampoo(51)"
"51","2","puppi crate(51)"
"51","10","rice bone(51)"
"51","2","sensit stomach dog food(51)"
"51","3","wet kitten food(51)"
"50","0","cat tower(50)"
"50","9","dentaflex(50)"
"50","1","dog food dri(50)"
"50","1","german shepherd(50)"
"50","2","halti dog(50)"
"50","22","hill kd(50)"
"50","3","kibbl(50)"
"50","6","kong extrem(50)"
"50","2","laugh dog food(50)"
"50","14","layer pellet(50)"
"50","3","light dog food(50)"
"50","16","litter tray liner(50)"
"50","4","mikki(50)"
"50","6","reflect dog walk(50)"
"50","2","retract dog lead(50)"
"50","0","rspca(50)"
"50","1","small anim bed(50)"
"50","5","spencer deli(50)"
"50","10","tenni ball(50)"
"50","8","towel(50)"
"50","3","wagg puppi(50)"
"50","4","water treatment(50)"
"50","4","yorkshir terrier(50)"
"49","12","arden grang sensit(49)"
"49","3","cat spray(49)"
"49","6","dog ear drop(49)"
"49","3","dog har dog(49)"
"49","0","dog hous(49)"
"49","0","dog pen(49)"
"49","3","fish tank aquarium(49)"
"49","2","foobler electron time(49)"
"49","5","hi vis(49)"
"49","4","lili(49)"
"49","1","mang(49)"
"49","5","poop bag dispens(49)"
"49","6","prescript diet(49)"
"49","1","syring(49)"
"49","2","tray(49)"
"49","5","wainwright frozen(49)"
"49","10","wainwright kitten(49)"
"49","1","wet puppi food(49)"
"49","2","yumega dog(49)"
"48","3","basket(48)"
"48","2","beard dragon(48)"
"48","5","bird bath(48)"
"48","11","cat flea collar(48)"
"48","5","cat litter clump(48)"
"48","2","dog light(48)"
"48","1","fish tank light(48)"
"48","0","fish tank pump(48)"
"48","2","flee(48)"
"48","4","frozen food(48)"
"48","1","green dog dog food(48)"
"48","14","hill cd(48)"
"48","16","hill prescript metabol(48)"
"48","8","jame wellbelov grain free(48)"
"48","2","kong(48)"
"48","1","light up dog collar(48)"
"48","1","slicker brush(48)"
"48","0","starter tank(48)"
"48","5","sunflow seed(48)"
"48","1","tracker(48)"
"48","10","tropiclean(48)"
"48","4","vet essenti(48)"
"48","1","whippet(48)"
"80","4","akela(47); work dog food(31); work dog food(2)"
"47","4","bark collar(47)"
"47","1","cat basket(47)"
"47","3","cat fountain(47)"
"47","13","denta stix(47)"
"47","4","dog bed cover(47)"
"47","2","dog car seat(47)"
"47","7","dog toothbrush(47)"
"47","10","felix sensat(47)"
"47","3","fogger(47)"
"47","2","hood litter tray(47)"
"47","3","mite(47)"
"47","7","oatmeal shampoo(47)"
"47","3","pet bed(47)"
"47","3","pet cage(47)"
"47","13","royal canin sensit control(47)"
"47","10","scienc plan canin(47)"
"47","2","travel dog(47)"
"47","4","turkey(47)"
"47","19","wainwright cat(47)"
"47","1","wood(47)"
"46","6","antler dog(46)"
"46","5","bone dog(46)"
"46","1","cat cage(46)"
"46","4","cat lead(46)"
"46","6","christma cat(46)"
"46","4","dinosaur(46)"
"46","1","dog anxieti(46)"
"46","1","dog hat santa(46)"
"46","1","dri kitten food(46)"
"46","4","ever so tasti(46)"
"46","17","hepat(46)"
"46","14","hill id(46)"
"46","15","jame wellbelov pouch(46)"
"46","4","memori foam dog bed(46)"
"46","0","pug(46)"
"46","4","rose cottag hutch(46)"
"46","5","snake dog toy(46)"
"46","15","wagg sensit(46)"
"46","8","wainwright puppi food(46)"
"46","1","white spot(46)"
"46","4","willow(46)"
"46","1","xmas(46)"
"45","4","allergi(45)"
"45","2","back 2 natur(45)"
"45","3","bag(45)"
"45","2","ball dog(45)"
"45","3","biorb ornament(45)"
"45","4","cat cloth(45)"
"45","1","cat flap cat(45)"
"45","12","dentastick(45)"
"45","13","dentastix fresh(45)"
"45","7","dog bag(45)"
"45","0","dog car(45)"
"45","0","dog cave(45)"
"45","5","dog food bowl(45)"
"45","10","eye wipe(45)"
"45","12","felix cat(45)"
"45","7","flea collar cat(45)"
"45","1","incontin(45)"
"45","5","leather dog collar(45)"
"45","2","led collar(45)"
"45","1","natur instinct(45)"
"45","4","paw wax(45)"
"45","1","pet carrier cat(45)"
"45","4","puppi chew(45)"
"45","2","purina pro(45)"
"45","8","renal care(45)"
"45","5","royal canin persian(45)"
"45","4","shampoo dog(45)"
"45","2","slow feeder dog(45)"
"45","0","travel carrier(45)"
"45","2","waterproof dog coat(45)"
"45","4","yumov(45)"
"44","9","3 for 2(44)"
"44","8","3 peak dog bed(44)"
"44","1","ammonia(44)"
"44","4","ball dog toy(44)"
"44","4","bandag(44)"
"44","1","biorb biorb tank(44)"
"44","4","calcium(44)"
"44","5","card(44)"
"44","2","dog calm tablet(44)"
"44","1","dog door(44)"
"135","1","dogmat(44); head collar(66); headcollar(17); head collar(5); headcollar(3)"
"44","0","fish tank light(44)"
"44","0","frog(44)"
"44","0","frontlin spray(44)"
"44","15","gravi bone dog(44)"
"44","1","hamster tube(44)"
"44","1","huski(44)"
"44","6","iam puppi food(44)"
"44","5","jame welbelov(44)"
"44","1","led light(44)"
"44","4","pad(44)"
"44","7","radiat bed cat(44)"
"44","4","raw cat food(44)"
"44","1","scissor(44)"
"44","2","seat cover(44)"
"44","4","sensit cat food(44)"
"44","0","shoe(44)"
"44","1","staywel(44)"
"44","1","tank filter(44)"
"44","6","three peak dog(44)"
"44","2","tuffi(44)"
"44","1","vet wrap(44)"
"43","0","air pump(43)"
"43","1","api(43)"
"43","8","autarki dog food(43)"
"43","2","biorb heater(43)"
"43","6","bloodworm(43)"
"43","3","bottl brush(43)"
"241","20","broadlin(43); cat flea(114); cat worm(38); cat flea(29); cat worm(5); cat worm(3); cat worm(3); cat tick(2); cat flea(2); cat tick(1); cat flea(1)"
"43","2","calcium supplement(43)"
"43","3","camera(43)"
"43","2","canni collar(43)"
"43","0","cat groom(43)"
"43","1","dog flea(43)"
"43","8","door mat(43)"
"43","2","dr john(43)"
"43","6","flash ball(43)"
"43","2","flea treatment dog(43)"
"43","7","fox(43)"
"43","5","gingerbread man dog(43)"
"43","2","hamster christma(43)"
"43","6","hedgehog food(43)"
"43","10","hide chew(43)"
"43","7","lead dog(43)"
"43","9","litter mat(43)"
"43","0","natur dog food(43)"
"43","5","petstag(43)"
"43","3","pig(43)"
"43","10","pig ear(43)"
"43","9","protexin(43)"
"43","7","pure cat(43)"
"43","4","reptil carpet(43)"
"43","4","royal cannin(43)"
"43","1","travel sick(43)"
"43","3","well core(43)"
"43","2","whelp(43)"
"43","7","wood litter(43)"
"42","2","bask lamp(42)"
"42","1","budgi cage(42)"
"42","1","bunni(42)"
"42","2","burn puppi food(42)"
"42","2","can dog food(42)"
"42","3","cat furnitur(42)"
"42","9","cat mat(42)"
"42","7","chicken food(42)"
"42","2","ciano(42)"
"42","7","comfi collar(42)"
"42","6","dene(42)"
"42","2","dog agil(42)"
"42","6","ferret food(42)"
"42","1","firework stress(42)"
"42","4","fish net(42)"
"42","2","food(42)"
"42","1","gift card(42)"
"42","3","groom dog(42)"
"42","2","guinea pig toy(42)"
"42","0","halti dog halti(42)"
"42","12","natur harvest(42)"
"42","0","rabbit hous(42)"
"42","5","rais dog feeder(42)"
"42","13","royal canin instinct(42)"
"65","4","sympli(42); dog food(10); cat food(5); dog food(3); cat food(1); cat food(1); dog food(1); dog food(1); dog food(1)"
"42","0","tick treatment(42)"
"41","3","anti chew(41)"
"41","5","baker puppi(41)"
"41","2","bath(41)"
"41","5","beta puppi chicken(41)"
"41","8","blanket dog(41)"
"41","3","bulb(41)"
"41","6","cavali king charl(41)"
"41","0","chain(41)"
"41","6","chappi origin(41)"
"63","5","christma dog collar(41); red dog collar(20); red dog collar(2)"
"41","4","christma outfit(41)"
"41","4","cockatiel(41)"
"41","1","diet dog food(41)"
"41","3","dog basket(41)"
"41","2","dog deodor(41)"
"41","2","dragon(41)"
"41","1","feed bowl(41)"
"41","2","hay feeder(41)"
"41","4","hill dog food(41)"
"60","3","itchi skin(41); itch(14); itch(5)"
"41","3","kong puppi(41)"
"41","7","laugh dog(41)"
"41","0","pet at home agil(41)"
"41","1","pro plan cat(41)"
"41","3","puppi pad(41)"
"41","16","royal canin gastro intestin(41)"
"41","10","sheba cat(41)"
"41","2","stone(41)"
"41","4","sweater(41)"
"41","3","tear stain(41)"
"41","5","vitamin(41)"
"41","2","water bottl(41)"
"40","3","adaptil collar(40)"
"40","5","applaw 15kg(40)"
"40","17","arden grang senior(40)"
"40","8","bag(40)"
"40","9","baker dog(40)"
"40","2","bichon frise(40)"
"40","4","bird cage stand(40)"
"40","2","buster(40)"
"40","4","cat advent calendar(40)"
"40","1","cat radiat bed(40)"
"40","13","chudley chudley dog(40)"
"40","0","clix(40)"
"40","0","coconut oil(40)"
"40","2","cover(40)"
"40","5","dandelion(40)"
"40","1","dog perfum(40)"
"40","0","doubl lead(40)"
"40","1","gift(40)"
"40","0","hat(40)"
"40","13","hilif cat food(40)"
"40","1","litter tray cat(40)"
"40","4","perch(40)"
"40","5","pet at home dog food(40)"
"40","0","pill pocket(40)"
"40","10","pug food(40)"
"40","0","puppi bed(40)"
"40","0","purina one cat(40)"
"40","1","rabbit run(40)"
"40","0","rat cage(40)"
"40","5","reflect dog collar(40)"
"40","14","renal dog food(40)"
"40","10","royal canin indoor(40)"
"40","0","snail(40)"
"40","4","thermal hutch cover(40)"
"40","0","turtl tank(40)"
"40","8","venison(40)"
"40","10","vitalin dog food(40)"
"39","9","butcher dog(39)"
"39","1","canari(39)"
"39","1","carpet(39)"
"39","1","chain lead(39)"
"39","0","co2(39)"
"39","3","deer antler(39)"
"39","11","dentistix(39)"
"39","1","dog bed dog(39)"
"39","4","dog bed dog(39)"
"39","1","fishtank(39)"
"39","3","food bin(39)"
"39","0","heater(39)"
"39","1","hibiscrub(39)"
"39","13","hill wd(39)"
"39","0","marina 360(39)"
"39","13","metabol hill(39)"
"39","10","pero(39)"
"39","7","puppi teeth(39)"
"39","1","rais dog bowl(39)"
"39","3","royal canin medium junior(39)"
"39","4","simpl solut stain(39)"
"39","1","stress relief(39)"
"39","2","toy dog(39)"
"39","1","uv light(39)"
"39","1","wag(39)"
"39","5","whimze dog chew(39)"
"38","0","axolotl(38)"
"38","2","bioorb(38)"
"38","2","biorb 30(38)"
"38","14","biscuit(38)"
"38","13","british shorthair(38)"
"38","3","calm firework(38)"
"38","1","carrier cat(38)"
"38","3","cat calm(38)"
"38","7","cat parcel(38)"
"38","2","cat scratch(38)"
"38","2","cat toilet(38)"
"38","2","cat worm(38)"
"38","0","coat dog(38)"
"38","3","crocodil(38)"
"38","3","dog collar light(38)"
"38","0","guinea pig christma(38)"
"38","5","harri hamster(38)"
"38","3","hide(38)"
"38","2","household flea spray(38)"
"38","5","light dog(38)"
"38","2","mattress(38)"
"38","2","moustachio mad(38)"
"38","4","nylabon dura chew(38)"
"38","2","pant(38)"
"38","9","pero dog food(38)"
"38","1","pet gate(38)"
"38","0","pug puppi(38)"
"38","8","royal canin french bulldog(38)"
"38","6","sausag(38)"
"38","0","snake food(38)"
"38","2","staywel cat flap(38)"
"38","3","toilet(38)"
"38","1","tunnel(38)"
"38","1","turtl terrapin(38)"
"38","1","veterinari(38)"
"38","0","wheel(38)"
"37","3","bed cover(37)"
"37","2","boot dog boot(37)"
"37","6","bottl cover(37)"
"37","3","boxer(37)"
"37","1","cardboard(37)"
"37","1","cat carrier carrier(37)"
"37","1","cat food wet(37)"
"37","4","diabet(37)"
"37","0","dog train(37)"
"37","11","felix pouch(37)"
"37","7","fish treat(37)"
"37","0","gps(37)"
"37","1","kitten collar(37)"
"37","4","meow head cat(37)"
"37","2","natur cat food(37)"
"37","1","non pull har(37)"
"37","7","puppi kong(37)"
"37","3","puppi lead(37)"
"37","1","rais feeder(37)"
"37","3","ringworm(37)"
"37","6","royal canin exig(37)"
"37","4","royal canin maxi adult(37)"
"37","3","senior dog(37)"
"37","2","slow bowl(37)"
"37","7","suet(37)"
"37","1","vivarium accessori(37)"
"37","1","water filter(37)"
"36","4","anto(36)"
"36","1","aquarium light(36)"
"36","5","beta light(36)"
"36","5","bow(36)"
"36","1","bubbl(36)"
"36","0","budgi cage(36)"
"36","1","carrier(36)"
"36","2","cat treat(36)"
"36","2","cat best(36)"
"36","4","christma stock(36)"
"36","3","cone collar(36)"
"36","12","corn(36)"
"36","11","denta stick(36)"
"36","0","dog feeder(36)"
"36","2","dog food bowl(36)"
"36","4","duck food(36)"
"36","5","felix as good(36)"
"36","0","fish food tropic(36)"
"36","3","flash collar(36)"
"36","2","flexi vario(36)"
"36","2","fluval chi(36)"
"36","1","heat(36)"
"36","13","hill kd(36)"
"36","7","holl(36)"
"36","1","id tag(36)"
"36","4","junior dog food(36)"
"36","0","litter box(36)"
"36","5","litter scoop(36)"
"36","1","live plant(36)"
"36","5","meal worm(36)"
"36","0","mite(36)"
"36","2","muzzl dog(36)"
"36","0","neuter(36)"
"36","5","pedigre mixer(36)"
"36","1","pheromon(36)"
"36","5","poo(36)"
"36","8","pooch mutt(36)"
"36","3","puppi chew(36)"
"36","1","puppi treat(36)"
"36","1","rabbit bed(36)"
"36","4","rabbit carrier(36)"
"36","6","salmon and potato(36)"
"36","7","savic(36)"
"36","6","shape(36)"
"36","4","spaniel(36)"
"36","1","tarantula(36)"
"36","4","toothbrush dog(36)"
"36","3","tropic fish food(36)"
"36","0","urin off(36)"
"36","1","wrap paper christma(36)"
"35","4","advanc nutrit cat(35)"
"35","0","anim(35)"
"35","1","aquanano(35)"
"35","0","aquarium sand(35)"
"35","5","arcadia(35)"
"35","5","back to natur(35)"
"35","1","car ramp dog(35)"
"35","2","cave(35)"
"35","0","citronella(35)"
"35","1","clicker dog train(35)"
"35","0","constip(35)"
"35","1","dog christma jumper(35)"
"35","1","dog collar light(35)"
"35","2","dog nappi(35)"
"35","5","ear wipe(35)"
"35","1","exercis ball(35)"
"35","1","eye cleaner(35)"
"35","0","firework stress reduc(35)"
"35","3","flash(35)"
"35","3","flexi lead(35)"
"35","5","forthglad dog(35)"
"35","2","glow(35)"
"35","5","gluten free dog(35)"
"35","1","hamster bed(35)"
"35","1","hamster wheel(35)"
"35","0","har(35)"
"35","3","heat pad cat(35)"
"35","3","high vis(35)"
"35","5","igloo cat bed(35)"
"35","2","light collar(35)"
"35","11","marrowbon(35)"
"35","8","mixer dog food(35)"
"35","3","nail(35)"
"35","13","obes manag(35)"
"35","3","omega 3(35)"
"35","4","pate(35)"
"35","2","paw(35)"
"35","1","pet fountain(35)"
"35","4","pet at home(35)"
"35","5","pheasant(35)"
"35","1","pro plan adult(35)"
"35","9","ragdol(35)"
"35","8","royal canin boxer(35)"
"35","9","royal canin cavali(35)"
"35","1","salt(35)"
"53","4","simpson(35); dog food(10); dog food(3); puppi food(2); dog food(1); dog food(1); dog food(1)"
"35","2","train(35)"
"35","1","travel crate(35)"
"35","10","wagg dog(35)"
"35","8","wellbelov dog(35)"
"34","2","3 peak dog coat(34)"
"34","4","antler dog(34)"
"34","5","applaw cat food(34)"
"34","0","aquarium filter(34)"
"34","4","aspen bed(34)"
"34","1","automat cat feeder(34)"
"34","3","bed dog(34)"
"34","5","biorb filter(34)"
"34","3","bird sand(34)"
"34","2","boot dog(34)"
"34","1","can cat food(34)"
"120","0","cardboard castl(34); castl(86)"
"34","3","cat calendar(34)"
"34","3","cat pouch(34)"
"34","4","ceram bowl(34)"
"34","10","choc drop(34)"
"34","3","cockapoo(34)"
"34","4","collar light(34)"
"34","5","cuttlefish(34)"
"34","5","dog chocol(34)"
"34","4","dog game(34)"
"34","1","dog hat(34)"
"34","2","donut(34)"
"34","2","doubl dog lead(34)"
"34","1","eden(34)"
"34","5","eukanuba dog dog(34)"
"34","2","feed bowl(34)"
"34","8","feelwel(34)"
"34","2","felix doubli delici(34)"
"34","3","food contain dog(34)"
"34","7","hill vet essenti(34)"
"34","5","jame wellbelov small breed(34)"
"34","1","led dog collar(34)"
"34","3","mason cash(34)"
"34","9","millet(34)"
"34","1","mite spray(34)"
"34","0","pen(34)"
"34","2","rais dog bed(34)"
"34","0","roma 90 cabinet(34)"
"34","14","royal canin british shorthair(34)"
"34","1","run(34)"
"34","2","scratch post(34)"
"34","6","soft toy(34)"
"34","4","soft toy(34)"
"34","3","stock dog(34)"
"34","10","thrive cat(34)"
"34","1","uv lamp(34)"
"34","4","water condition(34)"
"33","1","arthriti(33)"
"33","8","beco(33)"
"33","2","bob martin flea(33)"
"33","2","bottl(33)"
"33","0","cat litter box(33)"
"33","11","collect in store(33)"
"33","5","comfort(33)"
"33","5","corner litter tray(33)"
"33","1","diet cat food(33)"
"33","10","dog bowl dog(33)"
"33","0","dog cake(33)"
